iter	Logloss
119	0.3158611981
120	0.3157798827
121	0.3157203733
122	0.3156377652
123	0.3155539832
124	0.315502465
125	0.3154670592
126	0.3154343714
127	0.3153669593
128	0.3152972005
129	0.3152536457
130	0.3152235038
131	0.3151712432
132	0.3151152918
133	0.3150702311
134	0.3150180684
135	0.3149737794
136	0.3149163498
137	0.3148820689
138	0.3148407097
139	0.3148002969
140	0.3147416067
141	0.3146649467
142	0.3146236448
143	0.3146088331
144	0.3145641933
145	0.314505356
146	0.3144433762
147	0.3143988019
148	0.3143521714
149	0.3143251921
150	0.3142807798
151	0.3142344947
152	0.3142040571
153	0.3141604112
154	0.3141090101
155	0.3140792264
156	0.3140308168
157	0.3139830129
158	0.3139386046
159	0.3139003038
160	0.3138689059
161	0.3138290444
162	0.3137988801
163	0.3137633554
164	0.3137384415
165	0.3137091507
166	0.3136785795
167	0.3136069788
168	0.3135787899
169	0.3135524283
170	0.3135031614
171	0.3134725984
172	0.3134502833
173	0.3134085836
174	0.3133760898
175	0.3133135104
176	0.3132690639
177	0.3132445783
178	0.3132150114
179	0.3131836602
180	0.3131508704
181	0.3131273391
182	0.3130803483
183	0.3130517305
184	0.3130086672
185	0.3129876034
186	0.312930116
187	0.312904181
188	0.3128794678
189	0.3128500048
190	0.3128111138
191	0.3128020268
192	0.3127805295
193	0.3127647101
194	0.3127393554
195	0.3126932542
196	0.3126629793
197	0.3126374465
198	0.312596374
199	0.3125752183
200	0.3125510625
201	0.3125234124
202	0.312483933
203	0.3124698127
204	0.3124315983
205	0.3124073062
206	0.3123669216
207	0.3123420129
208	0.3122974591
209	0.3122704087
210	0.3122540742
211	0.3122376662
212	0.312213761
213	0.3121875144
214	0.3121750952
215	0.3121750948
216	0.3121423285
217	0.3121087064
218	0.3120873016
219	0.3120678687
220	0.3120454586
221	0.312028681
222	0.3120062225
223	0.3119835017
224	0.3119596022
225	0.3119434632
226	0.3119066965
227	0.3118780493
228	0.3118437296
229	0.3118229271
230	0.3117937881
231	0.3117682356
232	0.3117604498
233	0.3117373521
234	0.3117171312
235	0.3116854203
236	0.3116498461
237	0.3116273283
238	0.3116050626
239	0.3115847018
240	0.3115501972
241	0.3115332356
242	0.3115113458
243	0.3114677812
244	0.3114403933
245	0.3114083686
246	0.3113914467
247	0.3113588648
248	0.3113439779
249	0.3113189375
250	0.3113125771
251	0.3112831391
252	0.3112487021
253	0.311235439
254	0.3112225717
255	0.3111917794
256	0.3111758294
257	0.3111592855
258	0.3111401724
259	0.311112831
260	0.3110740448
261	0.3110461722
262	0.3110254349
263	0.3110016145
264	0.3109686082
265	0.3109497984
266	0.3109337874
267	0.3108891324
268	0.3108745901
269	0.3108544947
270	0.3108095726
271	0.3107871981
272	0.3107741829
273	0.3107381789
274	0.3106946337
275	0.3106763845
276	0.3106567957
277	0.310634021
278	0.3106062273
279	0.3105824872
280	0.3105697483
281	0.3105302033
282	0.3105096561
283	0.3104867917
284	0.3104677552
285	0.3104420256
286	0.3104250096
287	0.3104037698
288	0.3103900566
289	0.3103680065
290	0.3103454618
291	0.3103225127
292	0.3103108094
293	0.3102812548
294	0.3102698715
295	0.3102366135
296	0.3102067982
297	0.3101879746
298	0.310158901
299	0.3101348864
300	0.3101037903
301	0.31007542
302	0.3100490175
303	0.3100296324
304	0.3099952788
305	0.3099714718
306	0.3099393197
307	0.3099206651
308	0.3098914072
309	0.309854779
310	0.3098273459
311	0.3098063153
312	0.309798795
313	0.3097746831
314	0.3097389418
315	0.3097181292
316	0.3096950155
317	0.3096642135
318	0.3096484328
319	0.3096196368
320	0.3096055703
321	0.3095870952
322	0.3095802945
323	0.3095667458
324	0.3095607787
325	0.3095441563
326	0.3095146456
327	0.3094947277
328	0.309484864
329	0.3094547839
330	0.3094296007
331	0.3094050596
332	0.3093977676
333	0.3093710707
334	0.3093642149
335	0.3093471173
336	0.3093167282
337	0.3092883859
338	0.3092594779
339	0.309221158
340	0.3091972778
341	0.3091668932
342	0.3091444112
343	0.309105176
344	0.3090897575
345	0.3090539195
346	0.3090227579
347	0.3090182238
348	0.3089991951
349	0.3089721971
350	0.3089556445
351	0.3089219971
352	0.308902189
353	0.3088873805
354	0.3088695723
355	0.3088504899
356	0.3088225667
357	0.3087928277
358	0.3087596086
359	0.3087376363
360	0.3087136219
361	0.3086903194
362	0.3086722085
363	0.3086665561
364	0.3086468499
365	0.3086296977
366	0.3086071511
367	0.3085875749
368	0.3085744487
369	0.3085452983
370	0.3085292455
371	0.3085095503
372	0.3084769792
373	0.3084622977
374	0.3084483091
375	0.30842464
376	0.3084069372
377	0.3083917924
378	0.3083610195
379	0.3083355211
380	0.3083243092
381	0.3082982135
382	0.3082884298
383	0.3082764158
384	0.3082489516
385	0.3082257336
386	0.3082063637
387	0.3081811114
388	0.3081664436
389	0.3081461885
390	0.3081295078
391	0.3081157521
392	0.3080883917
393	0.308061752
394	0.3080419279
395	0.3080266624
396	0.3080092112
397	0.3079964545
398	0.3079654458
399	0.3079418748
400	0.307920795
401	0.3078935093
402	0.3078810871
403	0.3078666534
404	0.3078523376
405	0.307840671
406	0.3078277755
407	0.3078033989
408	0.3077800657
409	0.307766606
410	0.3077439218
411	0.3077241283
412	0.3077101108
413	0.3077042487
414	0.3076867635
415	0.3076744041
416	0.3076502692
417	0.3076359741
418	0.307622759
419	0.3076025905
420	0.3075728368
421	0.3075449786
422	0.3075386976
423	0.3075277047
424	0.3075045269
425	0.3074957985
426	0.3074666621
427	0.3074328807
428	0.3074063721
429	0.3073808684
430	0.3073595707
431	0.3073377568
432	0.307309583
433	0.3072967814
434	0.3072930192
435	0.307272759
436	0.3072538452
437	0.3072399342
438	0.3072282592
439	0.307200868
440	0.3071916839
441	0.307180682
442	0.3071585385
443	0.3071414343
444	0.3071229552
445	0.3071063179
446	0.3070932422
447	0.3070745809
448	0.3070560023
449	0.3070446587
450	0.3070233585
451	0.3070005916
452	0.3069764481
453	0.3069580804
454	0.3069365476
455	0.306915748
456	0.3069015046
457	0.3068928166
458	0.3068654235
459	0.306850841
460	0.3068358045
461	0.3068244673
462	0.306805311
463	0.3067960391
464	0.3067711989
465	0.306764636
466	0.3067497175
467	0.3067270842
468	0.3067067745
469	0.3066853861
470	0.3066685042
471	0.3066548306
472	0.3066415881
473	0.3066371598
474	0.306623794
475	0.3066030311
476	0.3065893226
477	0.3065742269
478	0.3065624606
479	0.306547805
480	0.3065260756
481	0.3065039625
482	0.3064900657
483	0.3064688763
484	0.3064532354
485	0.3064377769
486	0.3064225577
487	0.3063966351
488	0.3063730674
489	0.3063532942
490	0.3063433734
491	0.3063309343
492	0.3063108776
493	0.3062929864
494	0.306265604
495	0.3062358895
496	0.3062245097
497	0.3062108749
498	0.306186621
499	0.3061735033
500	0.3061548894
501	0.3061401153
502	0.3061164045
503	0.3061068353
504	0.3060901388
505	0.3060767083
506	0.3060613605
507	0.3060408848
508	0.3060218926
509	0.3060098617
510	0.3060002614
511	0.3059913151
512	0.3059729357
513	0.3059609763
514	0.3059384892
515	0.3059239337
516	0.3059145415
517	0.3058936615
518	0.3058677858
519	0.3058471484
520	0.3058270763
521	0.3058185132
522	0.3058039686
523	0.3057963224
524	0.3057829996
525	0.3057640611
526	0.3057456624
527	0.3057248957
528	0.3057104236
529	0.305687033
530	0.3056685675
531	0.3056556315
532	0.3056444924
533	0.3056391064
534	0.3056221351
535	0.3055977312
536	0.305577112
537	0.3055612017
538	0.3055462859
539	0.3055325989
540	0.3055206028
541	0.3055090397
542	0.305482765
543	0.3054700721
544	0.3054611825
545	0.3054472175
546	0.3054263238
547	0.3054060785
548	0.3053966821
549	0.3053890984
550	0.3053797417
551	0.3053544293
552	0.3053471688
553	0.3053344361
554	0.3053191266
555	0.3052959242
556	0.3052830009
557	0.3052718483
558	0.3052626071
559	0.3052539254
560	0.3052302353
561	0.3052231114
562	0.3052106623
563	0.305185777
564	0.3051715543
565	0.3051468663
566	0.3051274274
567	0.3051193577
568	0.3050992057
569	0.3050827203
570	0.3050630948
571	0.3050431781
572	0.3050201199
573	0.3050072335
574	0.3049975504
575	0.3049831303
576	0.3049711808
577	0.3049517024
578	0.3049267209
579	0.3049068034
580	0.3048816354
581	0.3048543883
582	0.3048302132
583	0.3048239218
584	0.3048081174
585	0.3047923994
586	0.3047785762
587	0.3047608298
588	0.3047394913
589	0.3047217656
590	0.3047136228
591	0.3046992946
592	0.3046821635
593	0.3046715931
594	0.3046597274
595	0.3046444487
596	0.3046269334
597	0.304618938
598	0.3046042576
599	0.3045935968
600	0.3045710773
601	0.3045513901
602	0.3045354651
603	0.3045224846
604	0.3045048553
605	0.3044897934
606	0.3044636147
607	0.3044452188
608	0.3044201095
609	0.3044022181
610	0.3043783658
611	0.3043663714
612	0.3043459424
613	0.3043353142
614	0.3043109858
615	0.3042981714
616	0.3042782194
617	0.3042580146
618	0.3042429208
619	0.3042280753
620	0.3042078217
621	0.304192054
622	0.304173544
623	0.3041692511
624	0.3041546208
625	0.3041256049
626	0.3041001538
627	0.3040854774
628	0.30407475
629	0.3040604147
630	0.3040412562
631	0.3040250595
632	0.3040094536
633	0.303992388
634	0.3039804185
635	0.3039539731
636	0.3039385668
637	0.3039320084
638	0.3039219771
639	0.3039103482
640	0.303897684
641	0.3038774016
642	0.3038531886
643	0.3038429279
644	0.303824801
645	0.3038103197
646	0.3037907033
647	0.303779795
648	0.3037620828
649	0.3037509959
650	0.3037268628
651	0.303715137
652	0.3037065237
653	0.3036898229
654	0.3036685285
655	0.3036478404
656	0.3036313099
657	0.3036122252
658	0.303599734
659	0.3035803618
660	0.3035670853
661	0.3035585709
662	0.3035401205
663	0.3035275865
664	0.3035078086
665	0.3034841661
666	0.3034718869
667	0.3034580632
668	0.3034427972
669	0.3034228562
670	0.3034148293
671	0.303394226
672	0.3033808054
673	0.3033660957
674	0.3033483683
675	0.3033313458
676	0.3033155028
677	0.3033004259
678	0.3032844959
679	0.3032672575
680	0.3032605098
681	0.3032530441
682	0.3032472758
683	0.3032382739
684	0.3032216257
685	0.3032115387
686	0.3031948062
687	0.3031846495
688	0.3031694904
689	0.3031550215
690	0.3031414314
691	0.3031262056
692	0.3031202471
693	0.3031055082
694	0.3030996228
695	0.3030884581
696	0.3030617982
697	0.3030500039
698	0.3030347079
699	0.3030191226
700	0.3030006453
701	0.302994454
702	0.3029792447
703	0.3029607381
704	0.3029479512
705	0.3029331205
706	0.3029210508
707	0.3029152895
708	0.302907503
709	0.302892942
710	0.302872095
711	0.3028640065
712	0.302860311
713	0.3028462329
714	0.3028307289
715	0.3028182854
716	0.3027996695
717	0.3027878308
718	0.302779174
719	0.3027715894
720	0.3027538512
721	0.3027376765
722	0.3027236873
723	0.3027113176
724	0.3026984508
725	0.3026903716
726	0.3026843466
727	0.302663374
728	0.3026459798
729	0.3026327053
730	0.3026185923
731	0.3026082191
732	0.3025866597
733	0.3025631723
734	0.3025437339
735	0.3025295054
736	0.3025142133
737	0.302500677
738	0.3024858216
739	0.3024774347
740	0.3024640745
741	0.3024590222
742	0.302445435
743	0.3024292758
744	0.3024120144
745	0.3024008183
746	0.3023860846
747	0.302378275
748	0.3023638978
749	0.3023543004
750	0.3023354418
751	0.3023218911
752	0.3023041893
753	0.3022902965
754	0.3022802012
755	0.3022726389
756	0.3022526423
757	0.3022382435
758	0.3022224241
759	0.3022120876
760	0.3021965644
761	0.3021862599
762	0.3021796338
763	0.3021790003
764	0.3021657983
765	0.3021470072
766	0.3021235244
767	0.302114749
768	0.3021002936
769	0.3020761565
770	0.3020524389
771	0.3020384293
772	0.3020305468
773	0.3020278883
774	0.3020100963
775	0.3019885536
776	0.301980143
777	0.3019638125
778	0.3019568313
779	0.3019377871
780	0.3019256197
781	0.3019180434
782	0.3019080783
783	0.3018972619
784	0.3018780957
785	0.3018676818
786	0.3018451472
787	0.3018365816
788	0.3018218766
789	0.3018066494
790	0.3017882018
791	0.3017780788
792	0.3017584704
793	0.3017456507
794	0.3017354948
795	0.3017275976
796	0.3017075654
797	0.3016931587
798	0.3016811141
799	0.3016624245
800	0.3016546591
801	0.301645554
802	0.3016343006
803	0.3016234719
804	0.3016065343
805	0.3015989699
806	0.3015798413
807	0.3015646668
808	0.301549194
809	0.301531407
810	0.3015201727
811	0.3015093243
812	0.3015030976
813	0.3014786257
814	0.3014635794
815	0.3014534251
816	0.3014361163
817	0.3014166808
818	0.3014045207
819	0.3013868494
820	0.301372438
821	0.30136122
822	0.3013490743
823	0.3013371434
824	0.3013171433
825	0.3012954445
826	0.3012811298
827	0.3012740045
828	0.3012581699
829	0.301244513
830	0.3012337852
831	0.3012219417
832	0.3012026269
833	0.3011956646
834	0.3011856944
835	0.3011704015
836	0.3011621658
837	0.3011458444
838	0.3011307492
839	0.3011220634
840	0.3011161198
841	0.3011043477
842	0.301087607
843	0.3010863551
844	0.3010763852
845	0.3010620055
846	0.3010415055
847	0.3010205068
848	0.3010116122
849	0.3009987364
850	0.3009875396
851	0.3009744065
852	0.300959803
853	0.3009507196
854	0.3009301431
855	0.3009183033
856	0.300905671
857	0.3008932026
858	0.3008804869
859	0.300861045
860	0.3008512551
861	0.3008418874
862	0.3008346553
863	0.3008191166
864	0.3007976712
865	0.3007790759
866	0.3007588418
867	0.300750505
868	0.300736521
869	0.3007286711
870	0.3007117343
871	0.3007051228
872	0.3006932977
873	0.3006827036
874	0.3006685355
875	0.300660866
876	0.3006488019
877	0.3006369276
878	0.3006243093
879	0.3006164399
880	0.3006062114
881	0.3005969844
882	0.3005795685
883	0.3005768991
884	0.3005586787
885	0.3005409092
886	0.3005300859
887	0.3005159534
888	0.3005063101
889	0.3004945652
890	0.3004846412
891	0.3004773806
892	0.3004596009
893	0.3004459873
894	0.3004327137
895	0.300424124
896	0.3004028339
897	0.3003915929
898	0.3003738943
899	0.3003641653
900	0.3003539936
901	0.300333614
902	0.3003199136
903	0.3002986903
904	0.3002862093
905	0.3002767564
906	0.3002588262
907	0.3002515132
908	0.3002400441
909	0.3002231806
910	0.3002113648
911	0.3002034084
912	0.3001936269
913	0.3001762088
914	0.3001714567
915	0.3001571987
916	0.3001408196
917	0.3001228745
918	0.3001190833
919	0.3001096176
920	0.3000981494
921	0.3000896381
922	0.3000798879
923	0.3000704839
924	0.3000622116
925	0.30004392
926	0.3000342409
927	0.3000183709
928	0.3000037443
929	0.2999938351
930	0.29998813
931	0.2999800367
932	0.2999757326
933	0.2999524776
934	0.2999433706
935	0.2999269186
936	0.2999155674
937	0.2999033901
938	0.2998865964
939	0.2998780512
940	0.2998629812
941	0.2998453257
942	0.2998325754
943	0.2998229979
944	0.2998110033
945	0.2997859304
946	0.2997660826
947	0.2997467423
948	0.2997298495
949	0.2997134834
950	0.2997021612
951	0.2996779002
952	0.2996593611
953	0.2996449881
954	0.2996325505
955	0.2996265
956	0.2996146778
957	0.2996020997
958	0.2995895759
959	0.2995808082
960	0.2995745362
961	0.2995612837
962	0.2995532129
963	0.2995370345
964	0.2995250462
965	0.2995122316
966	0.2995036772
967	0.299490061
968	0.2994834756
969	0.2994691521
970	0.2994553856
971	0.2994410563
972	0.2994221366
973	0.2994096825
974	0.2993949334
975	0.2993827573
976	0.2993684222
977	0.2993593012
978	0.2993444712
979	0.2993274647
980	0.2993137904
981	0.2993095974
982	0.2992997896
983	0.2992919357
984	0.2992794781
985	0.2992655406
986	0.2992501063
987	0.2992329796
988	0.2992166108
989	0.2992086222
990	0.2991993722
991	0.2991857897
992	0.2991709277
993	0.2991576271
994	0.2991439844
995	0.2991260084
996	0.2991195788
997	0.2991087417
998	0.299097175
999	0.2990911042
1000	0.2990797353
1001	0.2990717195
1002	0.299054735
1003	0.2990477687
1004	0.2990373256
1005	0.2990286792
1006	0.2990107225
1007	0.2990009168
1008	0.2989901706
1009	0.2989749629
1010	0.2989616974
1011	0.2989442826
1012	0.2989374956
1013	0.298935009
1014	0.2989243997
1015	0.2989137738
1016	0.2988970414
1017	0.2988841956
1018	0.2988645515
1019	0.2988565403
1020	0.2988393891
1021	0.2988236316
1022	0.2988084183
1023	0.2988014891
1024	0.2987900491
1025	0.2987756006
1026	0.2987630753
1027	0.2987499592
1028	0.2987418343
1029	0.2987293507
1030	0.2987126729
1031	0.2987015847
1032	0.2986885091
1033	0.2986708904
1034	0.2986630764
1035	0.2986495102
1036	0.2986341907
1037	0.2986242511
1038	0.298603435
1039	0.2985900764
1040	0.298577512
1041	0.2985711716
1042	0.2985500478
1043	0.2985367956
1044	0.2985304943
1045	0.2985143286
1046	0.2985065464
1047	0.2984958484
1048	0.2984813321
1049	0.2984692344
1050	0.2984569062
1051	0.2984465298
1052	0.2984338993
1053	0.2984234505
1054	0.2984012047
1055	0.2983896296
1056	0.2983804889
1057	0.2983683625
1058	0.2983541549
1059	0.2983413886
1060	0.2983232775
1061	0.2983111573
1062	0.2982990827
1063	0.2982842244
1064	0.2982630128
1065	0.2982511711
1066	0.2982391695
1067	0.2982264128
1068	0.298210768
1069	0.298194572
1070	0.2981741597
1071	0.2981567766
1072	0.2981476121
1073	0.2981325174
1074	0.2981205176
1075	0.2981129755
1076	0.2981028984
1077	0.2980913645
1078	0.2980764428
1079	0.298065063
1080	0.2980563486
1081	0.2980442714
1082	0.2980346592
1083	0.2980249852
1084	0.298005812
1085	0.2980006363
1086	0.2979869515
1087	0.2979767405
1088	0.2979663317
1089	0.2979505556
1090	0.2979425854
1091	0.2979292084
1092	0.2979186518
1093	0.2979040445
1094	0.2978958321
1095	0.2978816842
1096	0.2978678325
1097	0.2978607041
1098	0.2978445616
1099	0.297832881
1100	0.2978184018
1101	0.2978046364
1102	0.297793791
1103	0.2977786046
1104	0.2977697311
1105	0.2977541179
1106	0.2977449954
1107	0.2977371646
1108	0.2977313964
1109	0.2977229766
1110	0.2977171869
1111	0.2977027493
1112	0.2976964384
1113	0.2976723079
1114	0.2976583008
1115	0.2976390379
1116	0.2976278903
1117	0.297616176
1118	0.2976022832
1119	0.297589648
1120	0.2975754676
1121	0.2975676313
1122	0.2975593349
1123	0.2975465639
1124	0.2975326635
1125	0.2975233353
1126	0.2975126153
1127	0.2974975045
1128	0.2974826197
1129	0.297476969
1130	0.2974698512
1131	0.2974505844
1132	0.2974438017
1133	0.2974377355
1134	0.2974266016
1135	0.2974153412
1136	0.2974026382
1137	0.2973904412
1138	0.2973754904
1139	0.2973616001
1140	0.2973515099
1141	0.2973422886
1142	0.2973272777
1143	0.2973204062
1144	0.2973053071
1145	0.297290558
1146	0.2972854213
1147	0.2972703744
1148	0.2972618519
1149	0.2972462627
1150	0.2972337611
1151	0.2972304102
1152	0.2972234465
1153	0.2972122371
1154	0.2972025232
1155	0.2971910019
1156	0.2971849833
1157	0.2971659304
1158	0.2971536628
1159	0.297138411
1160	0.2971168038
1161	0.2970979159
1162	0.2970867778
1163	0.2970733288
1164	0.2970669487
1165	0.2970581111
1166	0.2970422918
1167	0.2970231819
1168	0.2970030819
1169	0.2970006445
1170	0.2969902082
1171	0.2969680271
1172	0.2969601587
1173	0.2969481335
1174	0.2969364268
1175	0.2969274956
1176	0.2969142807
1177	0.2969040648
1178	0.2968863656
1179	0.2968711512
1180	0.2968516289
1181	0.2968382327
1182	0.2968225284
1183	0.2968149703
1184	0.2968022689
1185	0.296794028
1186	0.2967740562
1187	0.296761332
1188	0.2967463922
1189	0.2967347213
1190	0.2967184626
1191	0.2967048274
1192	0.2966932646
1193	0.2966745336
1194	0.2966614597
1195	0.2966546602
1196	0.2966499649
1197	0.2966418814
1198	0.2966307812
1199	0.2966193829
1200	0.2965995181
1201	0.29658372
1202	0.2965666059
1203	0.2965573357
1204	0.2965481754
1205	0.2965342228
1206	0.2965214466
1207	0.296509538
1208	0.2964984904
1209	0.2964918272
1210	0.296485127
1211	0.2964829263
1212	0.2964665759
1213	0.2964542675
1214	0.296441071
1215	0.2964245502
1216	0.2964179966
1217	0.2964054758
1218	0.2963915627
1219	0.2963801382
1220	0.2963658958
1221	0.2963546702
1222	0.2963484958
1223	0.2963381656
1224	0.2963286773
1225	0.2963161715
1226	0.2963119017
1227	0.2962949356
1228	0.2962845159
1229	0.2962724663
1230	0.2962610238
1231	0.2962499844
1232	0.2962335294
1233	0.2962162925
1234	0.2962048819
1235	0.2961985531
1236	0.2961797006
1237	0.2961707233
1238	0.296161668
1239	0.2961416567
1240	0.2961282397
1241	0.2961219767
1242	0.296107824
1243	0.2960984
1244	0.2960872867
1245	0.2960720703
1246	0.2960628339
1247	0.2960556698
1248	0.2960486213
1249	0.296032726
1250	0.2960159814
1251	0.2959996777
1252	0.2959842948
1253	0.2959685557
1254	0.2959514236
1255	0.2959419728
1256	0.2959309995
1257	0.2959142467
1258	0.2958986596
1259	0.2958925853
1260	0.2958693129
1261	0.2958579435
1262	0.2958414331
1263	0.2958236294
1264	0.2958077836
1265	0.2957978561
1266	0.2957860514
1267	0.2957766852
1268	0.2957585393
1269	0.2957477458
1270	0.2957316845
1271	0.2957159466
1272	0.2957077156
1273	0.2957011166
1274	0.2956914488
1275	0.2956785989
1276	0.2956646896
1277	0.2956576687
1278	0.2956459662
1279	0.2956315085
1280	0.2956193414
1281	0.2956040455
1282	0.2955943369
1283	0.2955860249
1284	0.2955692522
1285	0.2955569394
1286	0.295551533
1287	0.295542381
1288	0.2955266687
1289	0.295522127
1290	0.2955117545
1291	0.2955013831
1292	0.2954918594
1293	0.295473753
1294	0.2954591306
1295	0.295445012
1296	0.2954305349
1297	0.295421051
1298	0.2954129979
1299	0.2954014859
1300	0.2953910025
1301	0.2953773857
1302	0.2953670365
1303	0.2953484011
1304	0.2953386762
1305	0.2953299602
1306	0.2953073336
1307	0.2952996748
1308	0.2952888363
1309	0.2952807983
1310	0.2952550546
1311	0.2952450827
1312	0.295231789
1313	0.2952209621
1314	0.2952083338
1315	0.2952037264
1316	0.295186953
1317	0.2951714384
1318	0.2951610276
1319	0.2951538102
1320	0.2951448763
1321	0.2951349284
1322	0.2951090601
1323	0.2951049952
1324	0.2950819278
1325	0.2950740646
1326	0.2950655416
1327	0.2950563771
1328	0.2950416431
1329	0.2950374155
1330	0.2950283266
1331	0.2950197289
1332	0.2950114026
1333	0.2950053035
1334	0.2949879201
1335	0.2949761792
1336	0.29496985
1337	0.2949596561
1338	0.2949527732
1339	0.2949435334
1340	0.2949197878
1341	0.2949038056
1342	0.2948969569
1343	0.2948880239
1344	0.2948789216
1345	0.294869773
1346	0.2948637412
1347	0.2948520902
1348	0.2948401356
1349	0.2948278505
1350	0.2948130778
1351	0.2947972289
1352	0.2947780079
1353	0.2947617879
1354	0.2947451516
1355	0.294739044
1356	0.2947299273
1357	0.2947240752
1358	0.294715176
1359	0.2947049305
1360	0.2946968492
1361	0.294680549
1362	0.2946774092
1363	0.2946620435
1364	0.2946495953
1365	0.2946360958
1366	0.2946221511
1367	0.2946131388
1368	0.2946047445
1369	0.2945939805
1370	0.2945850379
1371	0.2945673577
1372	0.2945626242
1373	0.2945508667
1374	0.2945427615
1375	0.2945379788
1376	0.294529474
1377	0.2945218703
1378	0.2945135113
1379	0.2945046541
1380	0.2944980408
1381	0.2944849873
1382	0.2944813389
1383	0.2944656297
1384	0.294451156
1385	0.294446649
1386	0.294434245
1387	0.2944208658
1388	0.2944127206
1389	0.2944042791
1390	0.2943964287
1391	0.2943908981
1392	0.2943828318
1393	0.2943709772
1394	0.2943646445
1395	0.29434369
1396	0.2943348795
1397	0.2943290568
1398	0.2943257998
1399	0.2943132382
1400	0.2943090425
1401	0.2943038993
1402	0.2942943103
1403	0.2942817184
1404	0.2942720998
1405	0.29425265
1406	0.2942370735
1407	0.2942290346
1408	0.2942088085
1409	0.294202973
1410	0.2941797719
1411	0.2941646406
1412	0.2941531039
1413	0.2941397619
1414	0.2941280813
1415	0.2941168448
1416	0.2941122559
1417	0.2941051774
1418	0.2940970004
1419	0.2940823697
1420	0.2940669159
1421	0.2940595461
1422	0.2940485085
1423	0.2940347134
1424	0.2940296195
1425	0.294022849
1426	0.2940078017
1427	0.29399012
1428	0.2939861818
1429	0.2939697833
1430	0.2939539161
1431	0.293938044
1432	0.2939304149
1433	0.293921135
1434	0.2939117258
1435	0.2938941304
1436	0.2938833557
1437	0.2938746797
1438	0.293862288
1439	0.2938587289
1440	0.29385102
1441	0.2938425804
1442	0.2938326085
1443	0.2938251655
1444	0.2938133645
1445	0.2938000231
1446	0.2937910401
1447	0.2937770244
1448	0.29375673
1449	0.293747854
1450	0.2937321438
1451	0.2937207833
1452	0.2937115931
1453	0.2937000203
1454	0.293681382
1455	0.2936686816
1456	0.2936584319
1457	0.2936482113
1458	0.29364329
1459	0.2936358764
1460	0.2936254917
1461	0.2936179951
1462	0.2935995258
1463	0.2935872462
1464	0.2935748033
1465	0.2935559374
1466	0.2935484383
1467	0.2935386936
1468	0.2935280365
1469	0.293519745
1470	0.2935098249
1471	0.2934997507
1472	0.2934893197
1473	0.2934825203
1474	0.2934783013
1475	0.2934715985
1476	0.2934659588
1477	0.2934526944
1478	0.2934421514
1479	0.2934321995
1480	0.2934205843
1481	0.2934133901
1482	0.2934024187
1483	0.2933952433
1484	0.2933785924
1485	0.2933625876
1486	0.2933549312
1487	0.2933445232
1488	0.2933330625
1489	0.2933201421
1490	0.2933163314
1491	0.2933082037
1492	0.2932936259
1493	0.2932736972
1494	0.2932621878
1495	0.2932549025
1496	0.2932387234
1497	0.2932286269
1498	0.2932174225
1499	0.2932096224
1500	0.2931883181
1501	0.2931783823
1502	0.2931626302
1503	0.2931560258
1504	0.2931441699
1505	0.2931289599
1506	0.2931221275
1507	0.2931072166
1508	0.2931017728
1509	0.2930876666
1510	0.2930707114
1511	0.2930628578
1512	0.2930530316
