iter	Logloss
1513	0.2930464585
1514	0.2930360759
1515	0.2930278748
1516	0.2930167487
1517	0.2930042389
1518	0.2929965009
1519	0.2929916876
1520	0.2929858753
1521	0.2929727136
1522	0.2929680627
1523	0.2929520895
1524	0.2929400105
1525	0.292930872
1526	0.2929213278
1527	0.2929121956
1528	0.2929054905
1529	0.2929002283
1530	0.2928836048
1531	0.2928684876
1532	0.2928610519
1533	0.2928514462
1534	0.2928419967
1535	0.2928332485
1536	0.2928261854
1537	0.2928179483
1538	0.2928076706
1539	0.2928008261
1540	0.2927934423
1541	0.2927801504
1542	0.2927634427
1543	0.2927520215
1544	0.2927339412
1545	0.2927274599
1546	0.2927235575
1547	0.2927135865
1548	0.2926938099
1549	0.2926836257
1550	0.2926779735
1551	0.2926605945
1552	0.2926548139
1553	0.2926433271
1554	0.2926374737
1555	0.2926347761
1556	0.2926180041
1557	0.2926014293
1558	0.2925891385
1559	0.2925855826
1560	0.2925710258
1561	0.2925638814
1562	0.2925530914
1563	0.2925417509
1564	0.2925229895
1565	0.2925104757
1566	0.292498417
1567	0.2924884268
1568	0.2924791869
1569	0.2924668201
1570	0.2924576191
1571	0.2924502005
1572	0.2924313582
1573	0.2924237403
1574	0.2924166493
1575	0.2924084973
1576	0.2923993192
1577	0.2923778445
1578	0.292373369
1579	0.2923679192
1580	0.292355847
1581	0.292343878
1582	0.2923310518
1583	0.2923241973
1584	0.2923086757
1585	0.2923000297
1586	0.2922874463
1587	0.2922857721
1588	0.2922754942
1589	0.2922647212
1590	0.2922493722
1591	0.2922372044
1592	0.2922273103
1593	0.2922220743
1594	0.2922123054
1595	0.292192185
1596	0.2921788071
1597	0.2921720559
1598	0.2921613476
1599	0.2921428782
1600	0.2921325703
1601	0.2921201055
1602	0.292109307
1603	0.2920924734
1604	0.2920840075
1605	0.2920776608
1606	0.2920554651
1607	0.2920441175
1608	0.2920346046
1609	0.292025186
1610	0.2920195402
1611	0.2920088328
1612	0.2920015063
1613	0.2919853217
1614	0.2919734434
1615	0.2919549281
1616	0.2919452971
1617	0.2919374326
1618	0.291923791
1619	0.291908689
1620	0.2918988056
1621	0.2918865728
1622	0.2918792075
1623	0.2918626704
1624	0.2918471336
1625	0.2918366033
1626	0.2918336103
1627	0.2918183006
1628	0.2918121468
1629	0.2918051298
1630	0.2917948517
1631	0.2917791715
1632	0.2917695852
1633	0.2917523568
1634	0.2917449698
1635	0.2917291948
1636	0.2917201278
1637	0.2917052961
1638	0.2916990707
1639	0.2916864529
1640	0.291677926
1641	0.2916724298
1642	0.2916682185
1643	0.2916596167
1644	0.2916556096
1645	0.2916429309
1646	0.2916297963
1647	0.2916229407
1648	0.2916158269
1649	0.2916095085
1650	0.2916026048
1651	0.2915904476
1652	0.291584895
1653	0.2915734713
1654	0.291556391
1655	0.291546513
1656	0.2915277072
1657	0.2915091755
1658	0.2914959635
1659	0.2914823155
1660	0.2914653328
1661	0.2914578612
1662	0.2914497237
1663	0.2914433467
1664	0.291435994
1665	0.2914187721
1666	0.291401785
1667	0.2913917216
1668	0.2913724508
1669	0.2913561866
1670	0.2913462813
1671	0.2913393155
1672	0.2913315356
1673	0.2913308252
1674	0.2913175762
1675	0.291309849
1676	0.291297861
1677	0.291283426
1678	0.2912686955
1679	0.2912546362
1680	0.2912514294
1681	0.2912360342
1682	0.2912301645
1683	0.2912089152
1684	0.2912021523
1685	0.2911935705
1686	0.2911809204
1687	0.2911726602
1688	0.2911626445
1689	0.2911575594
1690	0.2911448041
1691	0.2911374681
1692	0.2911281875
1693	0.2911158804
1694	0.2911120191
1695	0.2910962957
1696	0.2910908346
1697	0.2910827102
1698	0.291071512
1699	0.2910648414
1700	0.2910590081
1701	0.2910435219
1702	0.2910343998
1703	0.2910244313
1704	0.2910086637
1705	0.2909974744
1706	0.2909877408
1707	0.2909752887
1708	0.2909662718
1709	0.2909605865
1710	0.2909568493
1711	0.2909497962
1712	0.2909381781
1713	0.2909243525
1714	0.290916636
1715	0.2909044141
1716	0.2909021687
1717	0.290893561
1718	0.2908849039
1719	0.290873036
1720	0.290856792
1721	0.2908487871
1722	0.2908376868
1723	0.2908259959
1724	0.2908121782
1725	0.2908092611
1726	0.2907967864
1727	0.290789364
1728	0.2907807015
1729	0.2907698749
1730	0.2907547807
1731	0.2907466823
1732	0.2907360984
1733	0.2907278399
1734	0.2907075531
1735	0.2906932435
1736	0.290681331
1737	0.2906693559
1738	0.2906536421
1739	0.2906396557
1740	0.2906244702
1741	0.2906147065
1742	0.2906057539
1743	0.2905939981
1744	0.2905858918
1745	0.2905787737
1746	0.2905712994
1747	0.290560033
1748	0.29055431
1749	0.2905442681
1750	0.290529973
1751	0.2905241367
1752	0.2905116425
1753	0.2905041273
1754	0.2904961798
1755	0.2904855012
1756	0.2904768604
1757	0.2904679308
1758	0.2904597466
1759	0.2904526187
1760	0.2904390871
1761	0.2904238234
1762	0.2904138881
1763	0.2904045545
1764	0.2903977051
1765	0.2903912589
1766	0.2903894343
1767	0.2903796391
1768	0.2903719262
1769	0.2903638978
1770	0.2903533977
1771	0.2903436976
1772	0.2903240136
1773	0.290317855
1774	0.2903081231
1775	0.2903022846
1776	0.2902923179
1777	0.2902818256
1778	0.2902739251
1779	0.2902666322
1780	0.2902649778
1781	0.2902571143
1782	0.2902534814
1783	0.2902509472
1784	0.2902371234
1785	0.2902200645
1786	0.2902153008
1787	0.2902042904
1788	0.2901975635
1789	0.2901864358
1790	0.2901787221
1791	0.2901687268
1792	0.2901526146
1793	0.2901446849
1794	0.2901415869
1795	0.2901299587
1796	0.2901178747
1797	0.2901044426
1798	0.2900959141
1799	0.2900795571
1800	0.2900747989
1801	0.2900654307
1802	0.2900546767
1803	0.2900455976
1804	0.2900379034
1805	0.2900180362
1806	0.2900021643
1807	0.2899850922
1808	0.2899738287
1809	0.289964362
1810	0.289948245
1811	0.2899401937
1812	0.289934034
1813	0.2899230232
1814	0.2899155019
1815	0.2899040964
1816	0.2898905268
1817	0.2898753634
1818	0.2898694221
1819	0.2898568589
1820	0.2898518637
1821	0.2898436731
1822	0.2898357302
1823	0.2898286049
1824	0.2898211931
1825	0.2898151124
1826	0.2898008955
1827	0.2897855089
1828	0.2897745781
1829	0.2897603915
1830	0.2897505911
1831	0.2897378985
1832	0.2897218387
1833	0.2897136438
1834	0.2896946822
1835	0.2896919534
1836	0.2896743311
1837	0.2896610577
1838	0.2896410142
1839	0.2896351166
1840	0.2896202713
1841	0.289616828
1842	0.2896103049
1843	0.2895929041
1844	0.2895864782
1845	0.2895754948
1846	0.289567126
1847	0.289558983
1848	0.2895543778
1849	0.2895404247
1850	0.2895227353
1851	0.2895152266
1852	0.2894948135
1853	0.2894841649
1854	0.2894681992
1855	0.289461598
1856	0.2894547312
1857	0.2894422262
1858	0.2894333949
1859	0.2894223116
1860	0.2894030721
1861	0.2893967046
1862	0.2893935134
1863	0.2893841837
1864	0.2893754276
1865	0.2893700691
1866	0.2893552847
1867	0.2893519227
1868	0.2893452818
1869	0.2893337307
1870	0.2893255758
1871	0.2892985451
1872	0.2892880051
1873	0.2892745368
1874	0.2892609992
1875	0.2892526041
1876	0.2892418051
1877	0.2892299694
1878	0.2892227849
1879	0.2892180362
1880	0.2892084869
1881	0.2891959387
1882	0.2891909223
1883	0.2891821028
1884	0.2891758118
1885	0.2891631047
1886	0.2891559082
1887	0.2891330962
1888	0.2891211818
1889	0.2891089657
1890	0.2891004142
1891	0.2890868972
1892	0.2890802614
1893	0.289068441
1894	0.2890621821
1895	0.2890499963
1896	0.2890404427
1897	0.2890327531
1898	0.2890269451
1899	0.2890160466
1900	0.2890007442
1901	0.288993979
1902	0.2889879516
1903	0.2889806997
1904	0.2889630197
1905	0.2889573686
1906	0.28894974
1907	0.2889333234
1908	0.2889268033
1909	0.2889173748
1910	0.2889071364
1911	0.2888990362
1912	0.2888890037
1913	0.288878061
1914	0.2888726609
1915	0.2888625482
1916	0.2888475793
1917	0.2888382589
1918	0.2888260169
1919	0.2888174876
1920	0.2888099615
1921	0.2888037275
1922	0.2887818723
1923	0.288775233
1924	0.288766646
1925	0.2887527709
1926	0.288739954
1927	0.2887302684
1928	0.2887205522
1929	0.2887192659
1930	0.2887127071
1931	0.288704741
1932	0.2886925084
1933	0.2886762527
1934	0.2886720709
1935	0.2886641469
1936	0.2886544934
1937	0.2886490405
1938	0.2886378241
1939	0.2886251849
1940	0.2886178234
1941	0.2886040755
1942	0.288594655
1943	0.2885896906
1944	0.2885801481
1945	0.2885725695
1946	0.2885593654
1947	0.2885491694
1948	0.2885418375
1949	0.2885245302
1950	0.2885140266
1951	0.2885078166
1952	0.2884971538
1953	0.2884843093
1954	0.2884799061
1955	0.288463309
1956	0.288447205
1957	0.28843758
1958	0.2884299657
1959	0.2884231611
1960	0.2884169179
1961	0.2884012733
1962	0.2883950129
1963	0.2883844348
1964	0.2883650973
1965	0.2883571255
1966	0.2883415616
1967	0.2883286216
1968	0.2883207969
1969	0.2883155166
1970	0.2883086485
1971	0.2883034596
1972	0.2882888805
1973	0.2882739077
1974	0.2882670992
1975	0.2882564829
1976	0.2882526405
1977	0.2882416062
1978	0.2882274671
1979	0.2882161891
1980	0.2882018983
1981	0.2881937973
1982	0.2881787832
1983	0.2881650803
1984	0.2881513485
1985	0.2881395335
1986	0.2881313482
1987	0.288116662
1988	0.288105713
1989	0.2880955328
1990	0.2880883043
1991	0.2880777324
1992	0.2880690311
1993	0.2880581471
1994	0.2880438438
1995	0.2880334462
1996	0.2880219086
1997	0.2880143322
1998	0.2880034064
1999	0.2879968796
